parent_asin,title,average_rating,rating_number,features,description,store,price,images
B083122WRC,COSYMAY 20 inch Human Hair Wig for Women Long Black Wig with Bangs 4x4 Lace Closure Straight Wig Brazilian Virgin Hair Full Wig Average Size 1B,3.6,24,,,COSYMAY,,https://m.media-amazon.com/images/I/41BJbopTvQL.jpg
B088GWCVVJ,"Easydew Daily Double Hydra Cream 2.02 fl oz - Moisturizing Cream with EGF & Serine of NMFHydrating, Soothing, Anti-Aging EGF, Serine - N.M.F(Natural Moisturizing Factors) for Oily, Sensitive, Acne-Prone, Dry Skin Types",4.5,42,,,EASYDEW,,https://m.media-amazon.com/images/I/314PVMaNrSL.jpg|https://m.media-amazon.com/images/I/313ce4eVlBL.jpg|https://m.media-amazon.com/images/I/419FQoaxV2L.jpg|https://m.media-amazon.com/images/I/41ZMEsXUBZL.jpg|https://m.media-amazon.com/images/I/41bVUJ2rF4L.jpg
B08KJF6Y6C,UJM Magnetic Eyelashes 10 Pairs Reusable Magnetic Eyelash and Eyeliner Kit Natural Look False Lashes with Tweezers No Glue Needed Waterproof Magnetic Lashes,4.2,223,,,UJM,,https://m.media-amazon.com/images/I/51eYbVzxpJL.jpg|https://m.media-amazon.com/images/I/5128y-S25eL.jpg|https://m.media-amazon.com/images/I/41PQjF9dLTL.jpg|https://m.media-amazon.com/images/I/51mrrSSCguL.jpg|https://m.media-amazon.com/images/I/516J3NsDEXL.jpg|https://m.media-amazon.com/images/I/51Q1DDHQ9rL.jpg|https://m.media-amazon.com/images/I/51DA8s-7POL.jpg
B08MRRNL18,"Lenghthening Mascara by Almay,Volume & Lift, Eye Makeup, Hypoallergenic and Fragrance Free, 010 Blackest Black, 0.24 Fl Oz",4.2,831,"MASCARA THAT MAGNIFIES: Our gentle, buildable mascara lengthens, lifts, and conditions, ultimately creating a flawless, long lash look without clumping, flaking, or smudging|CONDITIONING LASH FORMULA: Because we love your delicate eye area, this formula is enriched with a lash caring complex of plant based waxes and conditioners to nourish for healthy looking eyelashes|SUSTAINABLE FORWARD: To reduce our footprint on the planet, this brush is made of 100% plant derived bristles (that evenly coat lashes from root to tip); the packaging is made with post consumer recycled materials|FORMULATED WITHOUT: Parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan|SUITABLE FOR SENSITIVE EYES: As part of the Almay promise, this product is hypoallergenic and ophthalmologist tested; it is also clean, cruelty free, fragrance free, and suitable for sensitive eyes and contact lens wearers","Enjoy visibly longer, lifted lashes in one gentle swipe with Almay Length & Lift Mascara™. Our clean, flake-free formula is enriched with a lash-caring complex of plant-based waxes and hair conditioners that nourish for healthy looking eyelashes. Plus, the brush is made of 100% plant-derived bristles that are designed to evenly coat and separate lashes from root to tip. We also ensured that our newest mascara is smooth and buildable—no clumps or smudging—making it the perfect finishing touch to any look, be it everyday glam, a smoky eye, or cat eye. What’s more, we tested our product to ensure it is suitable for sensitive eyes and contact lens wearers, so go ahead and magnify lashes to your chosen intensity! And because we love the environment as much as we love your delicate eyes, part of the mascara packaging is made with post-consumer recycled materials. Formulated without added parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan. As always, hypoallergenic. Ophthalmologist tested. Clean. Cruelty free. Fragrance free.",Almay,7.13,https://m.media-amazon.com/images/I/31RFcLOoeXL.jpg|https://m.media-amazon.com/images/I/41rNLjqRk4L.jpg|https://m.media-amazon.com/images/I/31nBaET609L.jpg|https://m.media-amazon.com/images/I/51K71kLm1TL.jpg|https://m.media-amazon.com/images/I/41C8hwT9S7L.jpg|https://m.media-amazon.com/images/I/51xmfKGw7aL.jpg|https://m.media-amazon.com/images/I/519tjYd8RJL.jpg|https://m.media-amazon.com/images/I/41kOsninrrL.jpg|https://m.media-amazon.com/images/I/41JmZe6eb4L.jpg|https://m.media-amazon.com/images/I/51M2bdCXgXL.jpg
B0B8SFDJN9,Hyaluronic Acid & Caffeine Eye Roller Serum for Men with Vitamin C – Made in USA – Depuffing Eye Roller Ball for Dark Circles & Puffiness – Mens Day & Night Anti-Aging Under Eye Serum Roller – 10ml (0.68 Fl Oz (Pack of 2)),3.8,508,"UNDER-EYE SERUM ROLLER- An Easy-to-apply serum for dark circles and puffiness. Designed with a cooling eye roller ball to help reduce eye puffiness. Formulated with a cooling caffeine, hyaluronic acid and vitamin c to help brighten the skin under your eyes for a refreshed look. Comes with a velvet pouch to easily carry on the go.|VITAMIN C TO REVIVE THE SKIN - We formulated our eye depuffer with vitamin c to help with dark circles under the eyes. See maximum results with our Alive Eye-Roller for men by using it every night before bed to wake up feeling and looking refreshed.|CAFFEINE-INFUSED - Since coffee is a natural antioxidant, it’s the ideal ingredient to use as an eye serum to help firm, tighten and restore the skin. Coffee can help reduce dark circles and puffiness by improving blood circulation.|COOLING METAL ROLLER - Our Alive Eye Roller for men may help reduce the look of tired eyes when massaged around the eyes. The metal feel will help brighten, revitalize and smooth the under-eye area.|PREMIUM QUALITY INGREDIENTS for ALL SKIN TYPES – This premium eye roller is great for men of all skin types. We created Gentlehomme to give men the option to also take care of their skin with products exclusively made for a man's skin and we pride ourselves on sourcing every ingredient from the purest forms and offering the highest-quality products for dudes.",,Gentlehomme,36.99,https://m.media-amazon.com/images/I/41JO5w+2QrL.jpg|https://m.media-amazon.com/images/I/41l7dXalvwL.jpg|https://m.media-amazon.com/images/I/51p7RO05m9L.jpg
B0B4MR9BXN,JUNG SAEM MOOL OFFICIAL] JUNGSAEMMOOL Minifying Cica Mist Balm,4.2,27,,,JUNG SAEM MOOL,,https://m.media-amazon.com/images/I/31D2Lh14rfL.jpg|https://m.media-amazon.com/images/I/31OczjTkoRL.jpg|https://m.media-amazon.com/images/I/31owQ81M0mL.jpg|https://m.media-amazon.com/images/I/31yUROfF0VL.jpg|https://m.media-amazon.com/images/I/41tbpVpc80L.jpg
B08575Y9V3,[Abib] Creme coating mask Tone-up solution 17g (5pcs),3.9,13,,,Abib,,https://m.media-amazon.com/images/I/317PPYcm-YL.jpg|https://m.media-amazon.com/images/I/31ZPXJpqydL.jpg|https://m.media-amazon.com/images/I/41rioi639xL.jpg|https://m.media-amazon.com/images/I/41P06iIioHL.jpg|https://m.media-amazon.com/images/I/31RfaFrKIXL.jpg
B08VQY1Z1S,BABOR Power Serum Ampoules - Hyaluronic Acid | Moisturizing Smoothing and Plumping | 8D Hyaluronic Acid and Tripeptide Intensely Hydrate All Skin's Layers | 7 Days to Hydrated Skin,3.1,31,,,,,https://m.media-amazon.com/images/I/41ok7iWNbpL.jpg|https://m.media-amazon.com/images/I/31QuI27Yb4L.jpg|https://m.media-amazon.com/images/I/51uuHnZFLsS.jpg
B09KYJJ3D5,100% PURE Cocoa Coffee Body Scrub Exfoliating Deep Cleanse with Sea Salts & Nourishing Oils Natural Moisturizing Skincare Radiant Skin Restore & Pore Cleanser for Women & Men Vegan - 10oz,3.1,27,"BUFF OUT THE ROUGH SPOTS - Skin-quenching bath and shower rub scrubs away flakes, bumps, and dry patches everywhere from hand, foot to bum revealing a radiant, deeply nourished bod.|MOTHER NATURE'S ANTI AGERS - Made for women and men alike our scrubber and wash is perfectly synced exfoliation and moisturization with antioxidant-rich coffee beans, French sea salt, and glycerin together help reduce the look of fine lines.|PERKED UP CLEAN - Revive your senses while your skin drinks in caffeine's many beauty benefits to help calm irritation, combat the effects of environmental damage, and promote a glowing complexion.|GIVE YOUR SKIN SOME LOVE - Stimulate and remove the buildup of dead skin cells, and prep skin to better absorb moisture from creams and lotions with the highest quality organic and fair trade Ecuadorian cacao's beneficial antioxidants.|BEAUTY DOESN'T GET ANY CLEANER - With well-researched natural and organic ingredients and strict purity standards, we bring cruelty-free products from ethically sourced ingredients without harsh toxic chemicals, heavy metals, or dyes. Gluten-free, vegan, and Made in the USA.","Our invigorating cacao and coffee body scrub buffs away bumps and flakes for radiant, deeply nourished skin. We source the highest quality organic and fair trade Ecuadorian cacao, which contains beneficial tannins, flavonoids, and antioxidants. Natural caffeine from coffee and cacao offers calming benefits to reduce redness, combat the effects of UV damage in skin, and promote a glowing complexion.",100% PURE,40.0,https://m.media-amazon.com/images/I/31U2QhFfGLL.jpg|https://m.media-amazon.com/images/I/417ZLFjca8L.jpg|https://m.media-amazon.com/images/I/41VQZy3j8FL.jpg|https://m.media-amazon.com/images/I/41i3KhhGeRL.jpg|https://m.media-amazon.com/images/I/51mvkDXrzDL.jpg|https://m.media-amazon.com/images/I/41n+XEWiWPL.jpg|https://m.media-amazon.com/images/I/519dDPH8a5L.jpg|https://m.media-amazon.com/images/I/4177XZpxs7L.jpg|https://m.media-amazon.com/images/I/41yMgBtMGjL.jpg
B087GB8ZRF,"Poly Nail Gel Kit, 7 Colors Nail Extension Gel with UV Lamp, Poly Extension Decoration Kit, Base Top Coat Set with Rhinestone, Nail Molds, Nail Art Gel Kits for Home DIY Manicure, Blue Nude Series",3.9,717,,,AIFAIFA,,https://m.media-amazon.com/images/I/51eZhnMmfRL.jpg|https://m.media-amazon.com/images/I/51wTTqQynWL.jpg|https://m.media-amazon.com/images/I/5170KJxodgL.jpg|https://m.media-amazon.com/images/I/51HZvztqbDL.jpg|https://m.media-amazon.com/images/I/41AckWff1fL.jpg|https://m.media-amazon.com/images/I/41UUKzpOwKL.jpg|https://m.media-amazon.com/images/I/41LwZQMIwiL.jpg
B07ZS3DKL5,"Higher Education Skincare: Goal Digger - Silky Moisturizing Cucumber Creme; formulated for dry and sensitive skin; cucumber extract; natural extract: melon, kale, cabbage, ginger, turmeric - 1.7 fl oz",4.7,33,,,Higher Education,,https://m.media-amazon.com/images/I/31lGGn1vRmL.jpg|https://m.media-amazon.com/images/I/31uOtu53agL.jpg|https://m.media-amazon.com/images/I/31Q6XCdShmL.jpg|https://m.media-amazon.com/images/I/21ur3GP7zzL.jpg|https://m.media-amazon.com/images/I/417Rt7QyMkL.jpg|https://m.media-amazon.com/images/I/410isXqGhNL.jpg|https://m.media-amazon.com/images/I/31JrF1tew3L.jpg|https://m.media-amazon.com/images/I/21Su0Jr1VtL.jpg
B09FNTZFZZ,"Bloomeffects - Natural Tulip Dew Face Cream | Cruelty-Free, Non-Toxic, Clean Beauty (1.7 oz | 50 ml)",3.2,25,,,Bloomeffects,,https://m.media-amazon.com/images/I/31sfavSwQ0L.jpg|https://m.media-amazon.com/images/I/21ic+KeB2AL.jpg|https://m.media-amazon.com/images/I/41cimgd06KL.jpg|https://m.media-amazon.com/images/I/51ergpeDhfL.jpg|https://m.media-amazon.com/images/I/41jWGfznN4L.jpg
B08SG2MBRY,"HASK CUCUMBER + ALOE Body Wash 2 Pack- Refreshing, vegan formula, hypoallergenic, dermatologist tested, pH balanced- 2 Pack of 24.5 oz Bottles",4.6,156,,,HASK,,https://m.media-amazon.com/images/I/51BD664eu0L.jpg|https://m.media-amazon.com/images/I/41CvJyOv5VL.jpg|https://m.media-amazon.com/images/I/31JdmT1pBoL.jpg|https://m.media-amazon.com/images/I/41dG2ooPL8L.jpg|https://m.media-amazon.com/images/I/41T0YWY9uhS.jpg|https://m.media-amazon.com/images/I/41GocEsH-aS.jpg|https://m.media-amazon.com/images/I/41o83GI4EqL.jpg|https://m.media-amazon.com/images/I/51tMWxyhy4S.jpg|https://m.media-amazon.com/images/I/51YGql9XryS.jpg
B08JTNQFZY,GAINWELL,4.3,64,,,GAINWELL,,https://m.media-amazon.com/images/I/41HKskjrzVL.jpg
B08QVJ4NVD,"OGANA CELL Bio Actiome Recovery Cream 50ml / 1.69oz - Mild All in One Cream, Soothing & Anti-Wrinkle, Peptides and Blackbee Extract Contained Nourishing Skin Care",4.3,30,,,OGANA CELL,34.99,https://m.media-amazon.com/images/I/412wICDe1RL.jpg|https://m.media-amazon.com/images/I/51H0ioVMKgL.jpg|https://m.media-amazon.com/images/I/41bx0FBftFL.jpg|https://m.media-amazon.com/images/I/51EpdEKDk0L.jpg|https://m.media-amazon.com/images/I/51j5QBjtL4L.jpg|https://m.media-amazon.com/images/I/41LZSb1qlXL.jpg
B0BVQQ58G8,"Beauty Bakerie Lip Whip Liquid Metallic Lipstick, Long Lasting Lip Color, Smudge Proof Makeup, Berried, 3.5 mL",3.9,118,"LIQUID LIPSTICK: Lip Whip is a long-lasting, smudge proof, and waterproof liquid lipstick that goes on as a liquid and dries as a metallic matte. Provides all-day coverage in just one pigmented application. Stickiness can result if product is not allowed ample time to dry or if product is layered with more than 3 layers.|SMUDGE PROOF: Don't worry about eating your makeup with our Lip Whips. They stay on your lips not your food! Our Lips Whips won't stop you from kissing a loved one or biting into something messy. Apply your Lip Whip and leave it at home. Don't worry about reapplying.|BERRIED: Our Berried Lip Whip is a metallic red with hints of deep purple. We recommend Berried as a topping. It looks great on top of Raspberry Tiramisu or She's Just Jelly.|INGREDIENTS: We focus on using high quality and heatlhy ingredients. Our products are cruelty-free and contain vegan and paraben free ingredients with your skincare in mind.|BEAUTY BAKERIE: A powerful story of resilience and inspiration, Cashmere Nicole founded Beauty Bakerie in 2011 with the mission to be sweet and sweeten the lives of others. The Beauty Bakerie brand is a direct reflection of Cashmere's perseverance and passion for high-quality, healthy ingredients that enhance everyone's beauty every day.","Beauty Bakerie Berried metallic Lip whip is a metallic red liquid lipstick with hints of deep purple. It is long-lasting, smudge-proof and waterproof. Glides smoothly over lips, It is a weightless and non-sticky texture.",Beauty Bakerie,22.0,https://m.media-amazon.com/images/I/41YYJKK3LmL.jpg|https://m.media-amazon.com/images/I/31V3g84mdAL.jpg|https://m.media-amazon.com/images/I/51qat9k+IyL.jpg|https://m.media-amazon.com/images/I/61d8Y-T97CL.jpg|https://m.media-amazon.com/images/I/41GhTJXx1aL.jpg
B08BB3P4VQ,"Hemp Lotion for Dry Skin - Soothing Rose Flower & Aloe Hydrate Your Complexion - Non-Greasy, Vegan, 7Oz, 250Mg Hemp, Fragrance & Paraben Free - Guayaquil By La La Leaf",4.1,30,,,LA LA LEAF,,https://m.media-amazon.com/images/I/51kmHWuraaL.jpg|https://m.media-amazon.com/images/I/41AhnwdSqPL.jpg|https://m.media-amazon.com/images/I/31b40ZR8GAL.jpg|https://m.media-amazon.com/images/I/51IKlYGmZPL.jpg|https://m.media-amazon.com/images/I/61+072So+FL.jpg|https://m.media-amazon.com/images/I/41MKaxnov+L.jpg|https://m.media-amazon.com/images/I/21h2vrGQlpL.jpg
B07ZQRX7FX,"No Brainer Gentle Facial Cleanser, 6 fl. oz, For Dry & Sensitive Skin, Leaves Skin Feeling Clean, Soft and Hydrated, Hydrolyzed Rice Protein & Amino Acids Restores Skin by Higher Education Skincare",4.8,29,,,Higher Education,,https://m.media-amazon.com/images/I/21RxBechYFL.jpg|https://m.media-amazon.com/images/I/31BrmygIw+L.jpg|https://m.media-amazon.com/images/I/319z+Mt6MbL.jpg|https://m.media-amazon.com/images/I/31OhnBPzOaL.jpg|https://m.media-amazon.com/images/I/21tVAGzqu7L.jpg|https://m.media-amazon.com/images/I/415TLGQUoAL.jpg|https://m.media-amazon.com/images/I/41uycwH36FL.jpg|https://m.media-amazon.com/images/I/310MU5l8NXL.jpg
B08PLFZB89,"Got2b Glued Spray Wax with 2-in-1 Dual Nozzle, 8 oz",4.2,1724,One product for two different looks|Customize your hold by turning the dual actuator|Turn to position 1 for flexible texture|Turn to position 2 for structured hold|Lightweight formula that doesn't leave your hair feeling sticky or crunchy,"The first dual-finish spray wax has officially hit the shelves! The got2b glued Spray Wax provides two looks with one product. So whether you want flexible texture or structured hold, this product has you covered! Best of all, this lightweight formula doesn’t leave your hair feeling sticky or crunchy. Create your own look and style. Turn to position 1 for flexible texture, turn to position 2 for structured hold. Be whoever you want 2b with got2b glued Spray Wax!",Got2B,6.47,https://m.media-amazon.com/images/I/41SIaFFQDbL.jpg|https://m.media-amazon.com/images/I/41OalliUYTL.jpg|https://m.media-amazon.com/images/I/41-Boq0lZbL.jpg|https://m.media-amazon.com/images/I/51b3Da5n4qL.jpg|https://m.media-amazon.com/images/I/61X-pqOl7-L.jpg|https://m.media-amazon.com/images/I/51nKqMunjvL.jpg|https://m.media-amazon.com/images/I/51VefknB8yL.jpg|https://m.media-amazon.com/images/I/41KPnW69bLL.jpg|https://m.media-amazon.com/images/I/51X+3GJKZnL.jpg|https://m.media-amazon.com/images/I/51N4UxOex5L.jpg|https://m.media-amazon.com/images/I/51gBYLrNDML.jpg|https://m.media-amazon.com/images/I/518QxJ++JYL.jpg|https://m.media-amazon.com/images/I/31+uXzz-1fL.jpg|https://m.media-amazon.com/images/I/31WMj6BOZbL.jpg|https://m.media-amazon.com/images/I/41AhzvTUEvL.jpg
B08C72C56Z,"Nail Files 16 Pcs, Double Sided Emery Board Manicure Tools for Filing Natural Gel and Acrylic Nails for Home and Salon Use",4.3,2795,,,Keiby Citom,,https://m.media-amazon.com/images/I/51JUeEdZp8L.jpg|https://m.media-amazon.com/images/I/51BLPE19AAL.jpg|https://m.media-amazon.com/images/I/5126FV72gsL.jpg|https://m.media-amazon.com/images/I/41lhBLKV1kL.jpg|https://m.media-amazon.com/images/I/41xzSahcowL.jpg|https://m.media-amazon.com/images/I/51HE7HtI1-L.jpg|https://m.media-amazon.com/images/I/51qwDwgxCPL.jpg
B07VGBBNTH,Taya Beauty Inner Core Hair Strong Anti-Breakage Shampoo & Conditioner Duo - Strengthening and Repairing Formula - Free From Sulfates and Parabens - 8 fl oz Bottles,4.0,45,,"INNER CORE SHAMPOO: Ingredients: Water/Aqua/Eau, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Acrylates Copolymer, Glycerin, Glycol Distearate, Bambusa Vulgaris Extract, Helianthus Annuus (Sunflower) Seed Oil, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Panthenol, Dimethicone, PEG-120 Methyl Glucose Dioleate, Cetrimonium Chloride, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Cetyl Alcohol, Bis-Cetearyl Amodimethicone, Polyquaternium-11, Laureth-4, Laureth-23, Decylene Glycol, Caprylyl Glycol, Disodium EDTA, Amodimethicone, Cocamide MIPA, Trideceth-12, Kaolin, Polysorbate 20, Fragrance/Parfum, Phenoxyethanol, Sodium Hydroxide, Sodium Sulfate, Sodium Chloride, Coconut Acid, Sodium Methyltaurate, Isopropanolamine, Tocopherol, Salicylic Acid, Cyclotetrasiloxane, Cyclopentasiloxane, Ethylhexylglycerin, Citric Acid, Amyl Cinnamal, Benzyl Salicylate, Linalool. INNER CORE CONDITIONER: Ingredients: Water/Aqua/Eau, Cetearyl Alcohol, Glycerin, Behentrimonium Methosulfate, Stearamidopropyl Dimethylamine, Polysorbate 60, Bambusa Vulgaris Extract, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Cetrimonium Chloride, Dimethicone, Divinyldimethicone/Dimethicone Copolymer, Polyquaternium-37, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Propylene Glycol Dicaprylate/Dicaprate, Dicetyldimonium Chloride, Amodimethicone, Polyquaternium-7, PPG-1 Trideceth-6, Cetyl Alcohol, Trideceth-12, C11-15 Pareth-7, C12-13 Pareth-23, C12-13 Pareth-3, Decylene Glycol, Caprylyl Glycol, PEG-90M, Tetrasodium EDTA, Buteth-3, C10-40 Isoalkylamidopropylethyldimonium Ethosulfate, Sodium Benzotriazolyl Butylphenol Sulfonate, Laureth-9, Tributyl Citrate, Citric Acid, Fragrance/Parfum, Kaolin, Yellow 6/CI 15985, Phenoxyethanol, Sorbitan Oleate, Acrylates/Stearyl Methacrylate Copolymer, C10-11 Isoparaffin, Isopropyl Alcohol, Trisodium HEDTA, Silica, BHT, Amyl Cinnamal, Benzyl Salicylate, Linalool.",TAYA I AM.,48.0,https://m.media-amazon.com/images/I/41eoeLnvIgL.jpg|https://m.media-amazon.com/images/I/41Fn6UA7G3L.jpg
B08BKWLHYP,"ZOUSZ Black Oud Vegan Beard Balm - Classic Wood-Scented Facial Hair Grooming and Skin Care Butter for Men - Avocado, Argan, Macadamia Oils - Vegan Moisturiser, Conditioner, and Dandruff Remover",4.2,239,,,ZOUSZ,,https://m.media-amazon.com/images/I/41i+ZKPXZ2L.jpg|https://m.media-amazon.com/images/I/514o1Z3Sp7L.jpg|https://m.media-amazon.com/images/I/31ZDGmfdW-L.jpg|https://m.media-amazon.com/images/I/41OO3kT7BoL.jpg|https://m.media-amazon.com/images/I/41UoF9KT+HL.jpg|https://m.media-amazon.com/images/I/31Ph4tAa3lL.jpg|https://m.media-amazon.com/images/I/514o1Z3Sp7L.jpg|https://m.media-amazon.com/images/I/31UUXmzpCiL.jpg|https://m.media-amazon.com/images/I/51Ntk4vGL2L.jpg
B0844X21MJ,"Beast Blue Ultra Cooling Body Wash, 6 oz -Beast",4.0,50,,,Tame the Beast,,https://m.media-amazon.com/images/I/31MRs-mTtsL.jpg|https://m.media-amazon.com/images/I/41sxo4vskyL.jpg|https://m.media-amazon.com/images/I/410vvHud29L.jpg|https://m.media-amazon.com/images/I/41Xr+O5NzeL.jpg|https://m.media-amazon.com/images/I/31IRz3M+7SL.jpg|https://m.media-amazon.com/images/I/51SLXEwy9uL.jpg|https://m.media-amazon.com/images/I/51wyNTUoP4L.jpg|https://m.media-amazon.com/images/I/51eb2F6aKdL.jpg|https://m.media-amazon.com/images/I/51jZFdV2iPL.jpg
B08HGZXLP6,"Empty Amber Glass Spray Bottles - (4 Pack) 16 oz with Labels Refillable Container for Essential Oils, Cleaning Solutions, Cleaning Products, Hair, Plant Mister, Daily Shower, Gardening or Aromatherapy",4.5,517,"✅ MORE SPRAYS, LESS REFILLS - Each of our glass spray bottles comes with a generous 16 oz. capacity which minimizes the need for constant refills. This makes them so much more convenient to use!|✅ CONVENIENT PACK OF 4 - Includes: 4 empty amber spray bottles, 4 black leak-proof caps, 4 black spray head (mist/stream/off), 1 stainless funnel, 1 glass dropper, 4 black stickers, and 1 white marker.|✅ MULTIPLE HOUSEHOLD USES - Our amber glass spray bottles can be used for nearly everything. Use them as dispensers for air fresheners and essential oils, homemade cleaning solutions, or watering plants!|✅ NO HAND & WRIST FATIGUE - The plastic pump trigger and nozzles sport an easy-to-squeeze design. Even when full, the spray bottle feels light. They don't just look good; they're a pleasure to use, too!|✅ TOTALLY SAFE TO USE - All plastic components are BPA-free while the glass bottles have no lead or heavy metal content. Our amber bottles also come with a 100% satisfaction guarantee.",,AYL,,https://m.media-amazon.com/images/I/51c69oETNXL.jpg|https://m.media-amazon.com/images/I/516gN9vRz8L.jpg|https://m.media-amazon.com/images/I/51F-i8qBSLL.jpg|https://m.media-amazon.com/images/I/51JBVHlMiEL.jpg|https://m.media-amazon.com/images/I/51cntD4ou7L.jpg|https://m.media-amazon.com/images/I/51ZOVipN6SL.jpg|https://m.media-amazon.com/images/I/41ZzhozfIoL.jpg|https://m.media-amazon.com/images/I/51EbAryh2dL.jpg
B07D5FBFQ4,"Zeitun Natural Anti Cellulite Body Scrub - Organic Coffee Body Scrub Exfoliator With Robusta & Dead Sea Salt - Cinnamon, Ginger And Moisturizing Oils, 7 oz",3.8,48,,,Zeitun,,https://m.media-amazon.com/images/I/512oHosTBuL.jpg|https://m.media-amazon.com/images/I/51ChpmWak2L.jpg|https://m.media-amazon.com/images/I/41yNBPeHcyL.jpg|https://m.media-amazon.com/images/I/51sli4dbQJL.jpg|https://m.media-amazon.com/images/I/41kF54TdprL.jpg|https://m.media-amazon.com/images/I/519FlaEJSrL.jpg|https://m.media-amazon.com/images/I/61vgeFc+xkL.jpg|https://m.media-amazon.com/images/I/61gaho0ZJvL.jpg|https://m.media-amazon.com/images/I/41XltfxOpFL.jpg
B07MZT83KK,"EASYDEW Starter Soft Conditioning Face Wash 6.76 fl oz - Soothing and Moisturizing Face Wash with Ceramides, Hydrogen Water & DW-EGF I Deep Pore Cleanser & Hypoallergenic Gentle Makeup Remover",3.2,27,,,EASYDEW,,https://m.media-amazon.com/images/I/31wuHcGhxZL.jpg|https://m.media-amazon.com/images/I/41Qm4RfqFsL.jpg|https://m.media-amazon.com/images/I/41+3MPgZnlL.jpg|https://m.media-amazon.com/images/I/411CZ7Vr3-L.jpg|https://m.media-amazon.com/images/I/41osHPRwgjL.jpg
B0977LVHF8,"YERMA Makeup Face Primer with Brush - Instant Brightening and Whitening, Minimize Pores and Fine Lines, Natural Ingredients Moisturizing Primer for All Skin Types, Illuminate and smooth skin surface",3.8,19,,,Yerma,,https://m.media-amazon.com/images/I/31sp9AXwNjS.jpg|https://m.media-amazon.com/images/I/51M8MuANJQS.jpg|https://m.media-amazon.com/images/I/41MfMV8HwwS.jpg|https://m.media-amazon.com/images/I/41YMSfFkVxS.jpg|https://m.media-amazon.com/images/I/41nqqYZplcS.jpg|https://m.media-amazon.com/images/I/51JeSq8VoKS.jpg|https://m.media-amazon.com/images/I/51jQOd1DwdS.jpg
B085RS26YH,LUXEDIVA Brazilian Virgin Hair Straight 3 Bundles 10A Unprocessed Brazilian Short Straight Human Hair Weave Weft Natural Black 14 16 18,3.4,21,,,LUXEDIVA,,https://m.media-amazon.com/images/I/51Ay1QJ3ZnL.jpg|https://m.media-amazon.com/images/I/41oSrDZieVL.jpg|https://m.media-amazon.com/images/I/41bKvn-Tq7L.jpg|https://m.media-amazon.com/images/I/511Tw81LdhL.jpg|https://m.media-amazon.com/images/I/51MtY9q2rbL.jpg|https://m.media-amazon.com/images/I/51BEtTaF6kL.jpg|https://m.media-amazon.com/images/I/51w3hqG2okL.jpg
B07XVNJFNF,"100pcs Premium Quality Hair Clips, 20 Glossy Colors Snap Hair Clips, 2 Inch Hair Barrettes with Perfect Grip, Durable Colorful Hair Clips with Smooth Edges for Kids, Girls, Women",4.4,141,,,Fagaci,,https://m.media-amazon.com/images/I/51E1l3LzwhL.jpg|https://m.media-amazon.com/images/I/51Tv72MM9cL.jpg|https://m.media-amazon.com/images/I/51Q9COPkW8L.jpg|https://m.media-amazon.com/images/I/41X9+M6trxL.jpg|https://m.media-amazon.com/images/I/51V-Bh37RtL.jpg|https://m.media-amazon.com/images/I/51KQWLqDkXL.jpg|https://m.media-amazon.com/images/I/51zuhe6ax9L.jpg
B08BYK8SKR,"Amtidy Women's Rhinestone Crown Tiara, Bridal Wedding Dance Party Birthday Party Women's Headband Tiara, Queen Tiara With Comb（Silver）",3.7,119,,,Amtidy,,https://m.media-amazon.com/images/I/51VnL7KtbXL.jpg
